Scheme Name,Plan,Category Name,Crisil Rank,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y
Axis Gold ETF Fund,Regular,Index Funds/ETFs,,795.94,1%,1%,11%,10%,1%,15%,14%,8%,14%,8%
LIC MF Nifty 100 ETF,Regular,Index Funds/ETFs,,628.91,1%,7%,12%,15%,0%,20%,12%,17%,16%,
Axis Nifty 100 Index Fund - Regular Plan - Growth,Regular,Index Funds/ETFs,,1065.79,1%,7%,12%,14%,0%,19%,11%,16%,,
Quant Large and Mid Cap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,3,1296.16,3%,9%,19%,31%,1%,34%,25%,29%,24%,23%
Quant Large and Mid Cap Fund - Growth,Regular,Large & Mid Cap Fund,3,1296.16,3%,9%,18%,30%,1%,32%,23%,27%,23%,22%
Bandhan Core Equity Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,4,3185.11,2%,7%,15%,26%,1%,38%,22%,26%,20%,18%
Bandhan Core Equity Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,4,3185.11,2%,7%,14%,26%,0%,36%,21%,25%,18%,16%
UTI Large & Mid Cap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,4,2184.28,2%,6%,12%,22%,0%,35%,19%,26%,19%,16%
UTI Large & Mid Cap Fund - Growth,Regular,Large & Mid Cap Fund,5,2184.28,2%,6%,12%,21%,0%,34%,19%,25%,18%,15%
SBI Large & Midcap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,4,17175.44,2%,7%,11%,17%,0%,28%,18%,24%,20%,19%
SBI Large & Midcap Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,4,17175.44,2%,7%,10%,16%,0%,26%,17%,23%,19%,18%
Tata Large & Mid Cap Fund - Direct Plan - Appreciation,Direct Plan,Large & Mid Cap Fund,3,5712.32,2%,7%,9%,15%,0%,24%,18%,22%,19%,18%
Tata Large & Mid Cap Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,3,5712.32,2%,6%,9%,14%,0%,23%,17%,21%,18%,17%
Mahindra Manulife Large & Mid Cap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,4,1560.08,2%,6%,12%,23%,0%,34%,18%,27%,,
Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,4,1560.08,2%,6%,12%,22%,0%,32%,16%,25%,,
ICICI Prudential Large & Mid Cap Fund- Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,5,9636.74,2%,6%,13%,22%,0%,31%,22%,28%,21%,17%
ICICI Prudential Large & Mid Cap Fund- Growth,Regular,Large & Mid Cap Fund,5,9636.74,2%,6%,12%,21%,0%,29%,21%,27%,20%,16%
DSP Equity Opportunities Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,3,9645.31,2%,7%,13%,24%,0%,33%,19%,23%,20%,19%
DSP Equity Opportunities Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,3,9645.31,2%,7%,13%,23%,0%,32%,18%,22%,18%,18%
Mirae Asset Large & Midcap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,2,30284.45,2%,6%,11%,20%,0%,30%,14%,22%,22%,25%
Mirae Asset Large & Midcap Fund - Growth,Regular,Large & Mid Cap Fund,2,30284.45,2%,6%,11%,20%,0%,29%,13%,21%,20%,24%
HDFC Large and Mid Cap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,5,13427.73,2%,7%,13%,24%,0%,38%,23%,29%,21%,15%
HDFC Large and Mid Cap Fund - Regular - Growth,Regular,Large & Mid Cap Fund,5,13427.73,2%,7%,13%,24%,0%,37%,22%,28%,21%,15%
Franklin India Equity Advantage Fund - Direct - Growth,Direct Plan,Large & Mid Cap Fund,1,2939.47,2%,6%,11%,17%,0%,27%,12%,20%,16%,16%
Nippon India Vision Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,3,3756.12,2%,7%,14%,22%,0%,34%,18%,23%,18%,16%
Nippon India Vision Fund - Growth,Regular,Large & Mid Cap Fund,3,3756.12,2%,7%,14%,22%,0%,33%,17%,22%,17%,16%
Franklin India Equity Advantage Fund - Growth,Regular,Large & Mid Cap Fund,1,2939.47,2%,6%,11%,17%,0%,26%,11%,19%,15%,15%
Motilal Oswal Large and Midcap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,5,2727.4,1%,6%,13%,24%,0%,40%,20%,27%,,
Motilal Oswal Large and Midcap Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,4,2727.4,1%,5%,13%,23%,0%,38%,19%,25%,,
Sundaram Large and Mid Cap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,2,5738.4,1%,6%,12%,19%,0%,27%,13%,22%,18%,18%
Sundaram Large and Mid Cap Fund - Growth,Regular,Large & Mid Cap Fund,2,5738.4,1%,6%,11%,18%,0%,26%,12%,21%,16%,17%
Baroda BNP Paribas Large and Mid Cap Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,3,904.44,1%,7%,13%,19%,0%,31%,15%,24%,,
Baroda BNP Paribas Large and Mid Cap Fund - Regular Plan - Growth,Regular,Large & Mid Cap Fund,3,904.44,1%,7%,13%,19%,0%,29%,13%,22%,,
Kotak Equity Opportunities Fund - Direct Plan - Growth,Direct Plan,Large & Mid Cap Fund,4,16502.69,1%,5%,9%,18%,0%,30%,19%,23%,20%,19%
Quant Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,,349.78,3%,11%,16%,24%,1%,29%,,,,
Quant Large Cap Fund - Regular Plan - Growth,Regular,Large Cap Fund,,349.78,3%,11%,16%,23%,1%,27%,,,,
Nippon India Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,5,18071.87,2%,8%,11%,19%,0%,33%,22%,26%,18%,18%
Nippon India Large Cap Fund - Growth,Regular,Large Cap Fund,5,18071.87,2%,7%,11%,18%,0%,32%,21%,25%,17%,17%
DSP Top 100 Equity Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,3,3161.42,1%,5%,11%,17%,0%,27%,14%,16%,15%,14%
DSP Top 100 Equity Fund - Regular Plan - Growth,Regular,Large Cap Fund,3,3161.42,1%,5%,11%,16%,0%,26%,13%,15%,14%,13%
Baroda BNP Paribas Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,4,1575.6,1%,7%,12%,17%,0%,26%,15%,18%,18%,17%
Baroda BNP Paribas Large Cap Fund - Regular Plan - Growth,Regular,Large Cap Fund,3,1575.6,1%,7%,11%,17%,0%,24%,14%,17%,17%,16%
Mahindra Manulife Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,4,289.58,1%,7%,10%,16%,0%,23%,13%,19%,,
ITI Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,,210.3,1%,8%,14%,18%,0%,26%,13%,17%,,
Axis Bluechip Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,1,31816.15,1%,6%,10%,12%,0%,18%,6%,11%,15%,16%
Mahindra Manulife Large Cap Fund - Regular Plan - Growth,Regular,Large Cap Fund,3,289.58,1%,7%,9%,15%,0%,21%,11%,17%,,
ITI Large Cap Fund - Regular Plan - Growth,Regular,Large Cap Fund,,210.3,1%,8%,13%,17%,0%,23%,11%,14%,,
Axis Bluechip Fund - Growth,Regular,Large Cap Fund,1,31816.15,1%,6%,10%,12%,0%,17%,5%,10%,14%,14%
HDFC Top 100 Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,5,27687.12,1%,7%,13%,19%,0%,30%,20%,23%,17%,16%
HDFC Top 100 Fund - Growth,Regular,Large Cap Fund,5,27687.12,1%,7%,12%,19%,0%,29%,20%,22%,16%,15%
Franklin India Bluechip Fund - Direct - Growth,Direct Plan,Large Cap Fund,2,7019.65,1%,6%,10%,13%,0%,22%,10%,17%,15%,14%
Aditya Birla Sun Life Frontline Equity Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,3,24289.98,1%,6%,10%,14%,0%,23%,13%,18%,16%,16%
Franklin India Bluechip Fund - Growth,Regular,Large Cap Fund,2,7019.65,1%,6%,10%,13%,0%,20%,9%,16%,14%,13%
Aditya Birla Sun Life Frontline Equity Fund - Regular Plan - Growth,Regular,Large Cap Fund,4,24289.98,1%,6%,10%,14%,0%,22%,13%,17%,15%,15%
Edelweiss Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,4,620.56,1%,6%,11%,15%,-1%,26%,15%,18%,18%,16%
UTI Large Cap Fund - Direct Plan - Growth,Direct Plan,Large Cap Fund,2,11673.38,1%,5%,9%,14%,0%,21%,10%,16%,16%,15%
Canara Robeco Savings Fund - Direct Plan - Growth,Direct Plan,Low Duration Fund,5,880.7,0%,1%,2%,4%,0%,7%,6%,5%,6%,7%
Quant Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,4,3781.48,3%,6%,14%,32%,1%,36%,28%,36%,29%,20%
Quant Mid Cap Fund - Growth,Regular,Mid Cap Fund,4,3781.48,3%,6%,13%,31%,1%,34%,26%,33%,27%,19%
Mahindra Manulife Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,4,1736.31,3%,7%,14%,30%,1%,50%,24%,32%,25%,
Mahindra Manulife Mid Cap Fund - Regular Plan - Growth,Regular,Mid Cap Fund,4,1736.31,3%,7%,13%,29%,1%,47%,22%,30%,23%,
ICICI Prudential MidCap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,2,4806.27,2%,6%,16%,27%,1%,34%,18%,26%,20%,21%
ICICI Prudential MidCap Fund - Growth,Regular,Mid Cap Fund,2,4806.27,2%,6%,16%,27%,1%,33%,17%,25%,19%,20%
Mirae Asset Midcap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,4,12823.47,2%,7%,12%,25%,0%,36%,20%,29%,,
Mirae Asset Midcap Fund - Regular Plan - Growth,Regular,Mid Cap Fund,4,12823.47,2%,7%,11%,25%,0%,35%,19%,28%,,
Nippon India Growth Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,4,21380.48,2%,7%,16%,31%,0%,49%,26%,33%,26%,22%
Nippon India Growth Fund - Growth,Regular,Mid Cap Fund,4,21380.48,2%,7%,16%,30%,0%,48%,25%,32%,25%,21%
Aditya Birla Sun Life Midcap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,3,4628.32,2%,7%,11%,25%,0%,40%,16%,27%,19%,20%
Aditya Birla Sun Life Midcap Fund - Regular Plan - Growth,Regular,Mid Cap Fund,3,4628.32,2%,7%,11%,25%,0%,39%,15%,25%,17%,19%
Sundaram Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,3,9293.43,2%,6%,15%,28%,0%,41%,22%,27%,19%,20%
Sundaram Mid Cap Fund - Growth,Regular,Mid Cap Fund,3,9293.43,2%,6%,14%,27%,0%,40%,21%,26%,18%,19%
Baroda BNP Paribas Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,3,1594.75,2%,5%,11%,23%,0%,34%,20%,27%,23%,21%
Baroda BNP Paribas Mid Cap Fund - Regular Plan - Growth,Regular,Mid Cap Fund,3,1594.75,2%,4%,10%,22%,0%,32%,18%,25%,21%,20%
Tata Mid Cap Growth Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,3,2852.79,2%,5%,12%,26%,0%,42%,20%,27%,23%,22%
Tata Mid Cap Growth Fund - Regular Plan - Growth,Regular,Mid Cap Fund,3,2852.79,2%,5%,12%,25%,0%,40%,19%,25%,22%,21%
Franklin India Prima Fund - Direct - Growth,Direct Plan,Mid Cap Fund,2,9280.77,1%,6%,14%,23%,0%,37%,19%,23%,19%,21%
Franklin India Prima Fund - Growth,Regular,Mid Cap Fund,2,9280.77,1%,6%,14%,23%,0%,36%,18%,22%,18%,20%
HSBC Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,3,8847.77,1%,4%,14%,28%,0%,41%,20%,24%,19%,22%
HSBC Mid Cap Fund - Regular Plan - Growth,Regular,Mid Cap Fund,3,8847.77,1%,4%,14%,28%,0%,39%,19%,22%,17%,21%
ITI Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,,579.19,1%,8%,17%,29%,0%,43%,22%,,,
HDFC Mid-Cap Opportunities Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,5,52137.7,1%,5%,12%,25%,0%,44%,28%,32%,24%,23%
ITI Mid Cap Fund - Regular Plan - Growth,Regular,Mid Cap Fund,,579.19,1%,8%,16%,28%,0%,41%,20%,,,
HDFC Mid-Cap Opportunities Fund - Growth,Regular,Mid Cap Fund,5,52137.7,1%,5%,12%,24%,0%,43%,27%,31%,23%,22%
UTI Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,2,9407.92,1%,4%,9%,18%,0%,31%,15%,24%,21%,21%
UTI Mid Cap Fund - Growth,Regular,Mid Cap Fund,3,9407.92,1%,4%,8%,17%,0%,30%,14%,22%,20%,20%
Invesco India Mid Cap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,3,3755.1,1%,4%,12%,21%,0%,34%,17%,26%,22%,23%
Invesco India Mid Cap Fund - Growth,Regular,Mid Cap Fund,2,3755.1,1%,4%,11%,20%,0%,33%,16%,24%,20%,21%
Motilal Oswal Midcap Fund - Direct Plan - Growth,Direct Plan,Mid Cap Fund,5,6804.62,0%,5%,14%,23%,0%,42%,26%,36%,26%,
Nippon India Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,5,22695.37,2%,5%,10%,22%,1%,39%,27%,34%,20%,18%
Nippon India Multicap Fund - Growth,Regular,Multi Cap Fund,5,22695.37,2%,5%,10%,22%,1%,38%,26%,33%,20%,18%
Quant Active Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,1,6681.34,2%,8%,13%,24%,0%,26%,19%,31%,28%,24%
Quant Active Fund - Growth,Regular,Multi Cap Fund,1,6681.34,2%,8%,13%,24%,0%,24%,18%,29%,26%,23%
Mirae Asset Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,,1954.3,2%,7%,13%,,0%,,,,,
Mirae Asset Multicap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,,1954.3,2%,7%,13%,,0%,,,,,
Kotak Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,,7080.3,2%,8%,15%,29%,0%,42%,26%,,,
Kotak Multicap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,,7080.3,2%,8%,14%,28%,0%,39%,24%,,,
Bandhan Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,,1666.53,2%,7%,12%,20%,0%,32%,20%,,,
Bandhan Multicap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,,1666.53,2%,7%,11%,19%,0%,30%,18%,,,
Mahindra Manulife Multi Cap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,4,2460.7,2%,6%,13%,25%,1%,37%,19%,30%,25%,
ICICI Prudential Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,4,9515.29,2%,8%,14%,23%,0%,36%,20%,26%,19%,18%
ICICI Prudential Multicap Fund - Growth,Regular,Multi Cap Fund,4,9515.29,2%,7%,14%,23%,0%,35%,19%,25%,18%,17%
Mahindra Manulife Multi Cap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,4,2460.7,2%,6%,12%,24%,1%,35%,17%,27%,23%,
SBI Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,,13806.96,2%,4%,8%,16%,0%,24%,,,,
SBI Multicap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,,13806.96,2%,3%,8%,16%,0%,23%,,,,
Sundaram Multi Cap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,2,2201.48,1%,6%,12%,22%,0%,31%,15%,25%,19%,19%
Sundaram Multi Cap Fund - Growth,Regular,Multi Cap Fund,2,2201.48,1%,6%,12%,22%,0%,30%,13%,23%,18%,18%
ITI Multi Cap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,3,723.83,1%,7%,15%,27%,0%,41%,22%,21%,,
HDFC Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,,10000.32,1%,6%,14%,24%,,41%,26%,,,
HDFC Multicap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,,10000.32,1%,6%,13%,24%,0%,39%,24%,,,
ITI Multi Cap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,3,723.83,1%,7%,15%,26%,0%,38%,19%,19%,,
Baroda BNP Paribas Multi Cap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,3,2022.13,1%,5%,13%,20%,0%,31%,14%,24%,21%,17%
Baroda BNP Paribas Multi Cap Fund - Regular Plan - Growth,Regular,Multi Cap Fund,3,2022.13,1%,5%,13%,19%,0%,30%,13%,23%,20%,16%
Tata Multicap Fund - Direct Plan - Growth,Direct Plan,Multi Cap Fund,,2626.62,1%,5%,9%,18%,0%,,,,,
DSP Natural Resources and New Energy Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,5,793.71,5%,11%,17%,29%,1%,32%,22%,29%,21%,21%
DSP Natural Resources and New Energy Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,5,793.71,5%,10%,17%,29%,1%,30%,21%,28%,20%,20%
SBI PSU Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,926.59,4%,16%,22%,50%,1%,55%,43%,39%,22%,14%
Nippon India Pharma Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,6204.41,4%,6%,15%,28%,2%,44%,14%,18%,23%,18%
Nippon India Pharma Fund - Growth,Regular,Sectoral/Thematic,,6204.41,4%,6%,14%,27%,2%,43%,13%,16%,22%,17%
SBI PSU Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,1,926.59,4%,16%,21%,49%,1%,54%,41%,38%,21%,13%
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,3279.62,4%,7%,14%,28%,3%,47%,16%,17%,24%,
Tata India Pharma & Heathcare Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,752.94,4%,6%,14%,28%,2%,42%,15%,17%,24%,
ICICI Prudential Pharma Healthcare and Diagnostics (P.H.D) Fund - Growth,Regular,Sectoral/Thematic,,3279.62,4%,7%,14%,28%,3%,45%,15%,16%,23%,
Tata India Pharma & Heathcare Fund - Growth,Regular,Sectoral/Thematic,,752.94,4%,6%,14%,27%,2%,40%,13%,15%,22%,
Mahindra Manulife Business Cycle Fund - Direct Plan -  Growth,Direct Plan,Sectoral/Thematic,,520.22,4%,10%,17%,,1%,,,,,
Aditya Birla Sun Life Pharma & Healthcare Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,565.11,4%,6%,14%,28%,2%,43%,12%,15%,,
Mahindra Manulife Business Cycle Fund - Regular Plan -  Growth,Regular,Sectoral/Thematic,,520.22,4%,10%,16%,,1%,,,,,
Aditya Birla Sun Life Pharma & Healthcare Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,565.11,4%,6%,13%,27%,2%,41%,11%,13%,,
UTI Healthcare Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,852.86,4%,6%,13%,28%,2%,43%,13%,15%,21%,15%
UTI Healthcare Fund - Growth,Regular,Sectoral/Thematic,,852.86,4%,5%,13%,27%,2%,42%,11%,14%,20%,14%
Quant Quantamental Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1228.45,4%,9%,18%,28%,1%,39%,34%,,,
Quant Quantamental Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1228.45,4%,9%,18%,27%,0%,37%,32%,,,
Mirae Asset Healthcare Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1974.05,3%,6%,12%,25%,2%,39%,11%,17%,25%,
Mirae Asset Healthcare Fund - Growth,Regular,Sectoral/Thematic,,1974.05,3%,5%,11%,24%,2%,37%,10%,15%,23%,
Quant Manufacturing Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,266.92,3%,9%,16%,,1%,,,,,
Quant Manufacturing Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,266.92,3%,9%,16%,,1%,,,,,
HDFC Pharma and Healthcare Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,591.75,3%,6%,,,2%,,,,,
HDFC Pharma and Healthcare Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,591.75,3%,6%,,,2%,,,,,
SBI Healthcare Opportunities Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2169.41,3%,6%,12%,22%,2%,42%,16%,18%,23%,17%
SBI Healthcare Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,2169.41,3%,6%,11%,21%,2%,41%,15%,16%,21%,15%
ICICI Prudential Commodities Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1645.83,3%,9%,14%,24%,1%,27%,23%,37%,,
SBI Magnum COMMA Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,496.66,3%,10%,16%,29%,1%,32%,12%,24%,22%,18%
ICICI Prudential Commodities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1645.83,3%,9%,14%,24%,1%,25%,21%,35%,,
SBI Magnum COMMA Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,1,496.66,3%,10%,16%,29%,1%,32%,12%,23%,21%,17%
Aditya Birla Sun Life PSU Equity Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1488.79,3%,16%,26%,53%,1%,61%,46%,43%,,
Aditya Birla Sun Life PSU Equity Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1488.79,3%,16%,26%,51%,1%,59%,44%,41%,,
Quant Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1130.39,3%,11%,22%,35%,1%,34%,25%,42%,32%,23%
DSP Healthcare Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1922.47,3%,6%,15%,26%,2%,39%,14%,17%,26%,
Quant Infrastructure Fund - Growth,Regular,Sectoral/Thematic,,1130.39,3%,11%,22%,34%,1%,32%,23%,40%,31%,22%
DSP Healthcare Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1922.47,3%,5%,14%,25%,2%,37%,12%,16%,24%,
ICICI Prudential FMCG Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1458.96,3%,4%,7%,9%,0%,25%,22%,21%,16%,16%
Kotak Consumption Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,331.6,3%,5%,,,0%,,,,,
ICICI Prudential FMCG Fund - Growth,Regular,Sectoral/Thematic,,1458.96,3%,4%,7%,8%,0%,24%,21%,20%,15%,15%
Kotak Consumption Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,331.6,3%,5%,,,0%,,,,,
HDFC MNC Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,482.18,3%,6%,10%,14%,0%,,,,,
ICICI Prudential Manufacturing Fund - Direct - Growth,Direct Plan,Sectoral/Thematic,,1815.43,3%,8%,17%,30%,0%,48%,27%,33%,23%,
HDFC MNC Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,482.18,3%,6%,10%,14%,0%,,,,,
Quant BFSI Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,220.17,3%,10%,16%,34%,0%,,,,,
Nippon India Consumption Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,594.43,3%,5%,11%,19%,1%,29%,22%,25%,22%,17%
Nippon India Consumption Fund - Growth,Regular,Sectoral/Thematic,,594.43,3%,5%,11%,18%,1%,28%,21%,24%,21%,16%
Quant BFSI Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,220.17,3%,10%,16%,33%,0%,,,,,
ICICI Prudential Manufacturing Fund - Growth,Regular,Sectoral/Thematic,,1815.43,2%,8%,17%,29%,0%,47%,26%,32%,22%,
Aditya Birla Sun Life Transportation and Logistics Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,883.95,2%,6%,,,0%,,,,,
Bandhan Transportation and Logistics Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,363.8,2%,5%,12%,22%,0%,41%,,,,
Tata Resources & Energy Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,326.31,2%,9%,15%,23%,1%,29%,16%,26%,25%,
Bandhan Transportation and Logistics Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,363.8,2%,5%,12%,21%,0%,38%,,,,
Tata Resources & Energy Fund - Growth,Regular,Sectoral/Thematic,,326.31,2%,9%,14%,22%,1%,27%,14%,24%,23%,
Aditya Birla Sun Life Transportation and Logistics Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,883.95,2%,6%,,,0%,,,,,
Nippon India Innovation Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1072.41,2%,5%,11%,,0%,,,,,
ICICI Prudential PSU Equity Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1625.36,2%,14%,25%,42%,1%,56%,,,,
Nippon India Innovation Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1072.41,2%,5%,11%,,0%,,,,,
ICICI Prudential PSU Equity Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1625.36,2%,14%,24%,41%,1%,53%,,,,
Franklin Asian Equity Fund - Direct - Growth,Direct Plan,Sectoral/Thematic,,262.28,2%,3%,4%,-1%,-1%,1%,-7%,-6%,6%,6%
UTI MNC Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,3,2642.8,2%,4%,8%,12%,0%,24%,11%,15%,12%,16%
Franklin Asian Equity Fund - Growth,Direct Plan,Sectoral/Thematic,,262.28,2%,3%,4%,-2%,-1%,0%,-8%,-7%,6%,5%
Aditya Birla Sun Life Manufacturing Equity Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,748.65,2%,9%,14%,23%,0%,33%,15%,18%,15%,
UTI MNC Fund - Growth,Regular,Sectoral/Thematic,3,2642.8,2%,4%,7%,12%,0%,23%,10%,14%,11%,15%
HDFC Transportation and Logistics Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,617.26,2%,4%,13%,,0%,,,,,
Aditya Birla Sun Life Manufacturing Equity Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,748.65,2%,9%,13%,22%,0%,32%,14%,17%,15%,
HDFC Transportation and Logistics Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,617.26,2%,4%,12%,,0%,,,,,
ICICI Prudential MNC Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1508.07,2%,4%,6%,16%,1%,29%,14%,23%,,
ICICI Prudential Bharat Consumption Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2037.15,2%,5%,12%,21%,,35%,23%,23%,,
ICICI Prudential Transportation And Logistics Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2494.39,2%,5%,13%,23%,-1%,45%,,,,
Aditya Birla Sun Life MNC Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,2,3484.31,2%,5%,8%,16%,0%,24%,9%,10%,10%,16%
ICICI Prudential MNC Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1508.07,2%,4%,6%,15%,1%,27%,13%,21%,,
ICICI Prudential Bharat Consumption Fund - Growth,Regular,Sectoral/Thematic,,2037.15,2%,5%,12%,21%,0%,34%,21%,22%,,
